Incident ID,Incident Date,State,City Or County,Address,Full Address,Latitude,Longitude,Killed,Injured,Operations,label_col,Classification
2200745,29-Dec-21,North Carolina,Salisbury,2300 W Innes St,North Carolina Salisbury 2300 W Innes St,35.69158,-80.483805,0,2,School Incidents,Killed: 0 Injured:2,School_University/college
2191792,16-Dec-21,South Carolina,Columbia,4800 Monticello Rd,South Carolina Columbia 4800 Monticello Rd,34.0484533,-81.042188,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2189764,14-Dec-21,Virginia,Newport News,275 Menchville Rd,Virginia Newport News 275 Menchville Rd,37.0958156,-76.5310301,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
2188706,13-Dec-21,North Carolina,Charlotte,2219 Senior Dr,North Carolina Charlotte 2219 Senior Dr,35.2658345,-80.8595996,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2189244,13-Dec-21,Florida,Orlando,650 E River Falcons Way,Florida Orlando 650 E River Falcons Way,28.5572597,-81.13107,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2185315,8-Dec-21,Missouri,Kansas City,6401 The Paseo Blvd,Missouri Kansas City 6401 The Paseo Blvd,39.0112824,-94.5673969,0,2,School Incidents,Killed: 0 Injured:2,School_elementary/secondary
2183685,6-Dec-21,California,Los Angeles,1500 block of E Denni St,California Los Angeles 1500 block of E Denni St,33.7853738,-118.2449758,1,2,School Incidents,Killed: 1 Injured:2,School_elementary/secondary
2183006,5-Dec-21,Virginia,Petersburg,4010 J Mitchell Jones Dr,Virginia Petersburg 4010 J Mitchell Jones Dr,37.2279279,-77.4019267,1,0,School Incidents,Killed: 1 Injured:0,School_University/college
2182807,5-Dec-21,North Carolina,Raleigh,2110 Avent Ferry Rd,North Carolina Raleigh 2110 Avent Ferry Rd,35.779865,-78.6766072,0,0,School Incidents,Killed: 0 Injured:0,School_University/college
2181967,3-Dec-21,Florida,Melbourne,150 W University Blvd,Florida Melbourne 150 W University Blvd,28.0600083,-80.6244747,1,0,School Incidents,Killed: 1 Injured:0,School_University/college
2178487,30-Nov-21,Michigan,Oxford,745 N Oxford Rd,Michigan Oxford 745 N Oxford Rd,42.8382865,-83.2618071,4,7,School Incidents,Killed: 4 Injured:7,School_elementary/secondary
2179189,30-Nov-21,Tennessee,Humboldt,2600 Viking Dr,Tennessee Humboldt 2600 Viking Dr,35.8421757,-88.9079431,2,1,School Incidents,Killed: 2 Injured:1,School_elementary/secondary
2177903,29-Nov-21,Missouri,Saint Louis,900 block of N Euclid Ave,Missouri Saint Louis 900 block of N Euclid Ave,38.6543668,-90.2597432,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2177708,29-Nov-21,Pennsylvania,Philadelphia,100 block of W Wyoming Ave,Pennsylvania Philadelphia 100 block of W Wyoming Ave,40.0214611,-75.1245104,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
2178326,29-Nov-21,Arizona,Laveen,3921 W Baseline Rd,Arizona Laveen 3921 W Baseline Rd,33.3765327,-112.145257,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2176411,26-Nov-21,California,Campbell,4805 Westmont Ave,California Campbell 4805 Westmont Ave,37.2713611,-121.9844392,0,2,School Incidents,Killed: 0 Injured:2,School_elementary/secondary
2170898,19-Nov-21,Colorado,Aurora,1250 Chambers Rd,Colorado Aurora 1250 Chambers Rd,39.7345184,-104.8091658,0,3,School Incidents,Killed: 0 Injured:3,School_elementary/secondary
2167047,12-Nov-21,Texas,Odessa,1301 Dotsy Ave,Texas Odessa 1301 Dotsy Ave,31.8514407,-102.382476,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2162784,7-Nov-21,Louisiana,Monroe,700 University Ave,Louisiana Monroe 700 University Ave,32.528963,-92.0762487,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
2157523,2-Nov-21,Georgia,Lawrenceville,Spring Lake Rd,Georgia Lawrenceville Spring Lake Rd,33.9564245,-83.9586132,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
2159517,1-Nov-21,Mississippi,Madison,200 Crawford St,Mississippi Madison 200 Crawford St,32.46353,-90.123375,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2156734,27-Oct-21,South Carolina,Saint Matthews,150 Saints Ave,South Carolina Saint Matthews 150 Saints Ave,33.6653702,-80.7992781,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2150650,25-Oct-21,Kentucky,Louisville,127 N 39th St,Kentucky Louisville 127 N 39th St,38.2649176,-85.8129623,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2148977,23-Oct-21,Maryland,Baltimore,2201 Argonne Dr,Maryland Baltimore 2201 Argonne Dr,39.3396929,-76.5831068,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
2149539,23-Oct-21,North Carolina,Raleigh,1315 Oakwood Ave,North Carolina Raleigh 1315 Oakwood Ave,35.7861807,-78.6217993,0,2,School Incidents,Killed: 0 Injured:2,School_University/college
2147910,22-Oct-21,Pennsylvania,Philadelphia,4300 Westminster Ave,Pennsylvania Philadelphia 4300 Westminster Ave,39.9695116,-75.2104479,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2148080,21-Oct-21,Georgia,Savannah,9520 Ferguson Ave,Georgia Savannah 9520 Ferguson Ave,31.9591537,-81.0931211,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2146097,19-Oct-21,Indiana,Indianapolis,1200 block of Campus Dr,Indiana Indianapolis 1200 block of Campus Dr,39.7834477,-86.1594296,1,0,School Incidents,Killed: 1 Injured:0,School_University/college
2145405,18-Oct-21,Georgia,Albany,2400 Gillionville Rd,Georgia Albany 2400 Gillionville Rd,31.5816788,-84.2133876,0,0,School Incidents,Killed: 0 Injured:0,School_University/college
2143277,17-Oct-21,Louisiana,Grambling,403 Main St,Louisiana Grambling 403 Main St,32.5221156,-92.7145047,1,7,School Incidents,Killed: 1 Injured:7,School_University/college
2142315,15-Oct-21,Louisiana,Baton Rouge,Elton C Harrison Dr,Louisiana Baton Rouge Elton C Harrison Dr,30.5263449,-91.1969924,0,2,School Incidents,Killed: 0 Injured:2,School_University/college
2142296,15-Oct-21,Alabama,Mobile,1621 Virginia St,Alabama Mobile 1621 Virginia St,30.6726132,-88.0766595,0,5,School Incidents,Killed: 0 Injured:5,School_elementary/secondary
2140529,13-Oct-21,Louisiana,Grambling,403 Main St,Louisiana Grambling 403 Main St,32.5221156,-92.7145047,1,1,School Incidents,Killed: 1 Injured:1,School_University/college
2139289,12-Oct-21,Illinois,Chicago,244 E Pershing Rd,Illinois Chicago 244 E Pershing Rd,41.8241194,-87.6197645,0,2,School Incidents,Killed: 0 Injured:2,School_elementary/secondary
2137073,8-Oct-21,Oklahoma,Comanche,1030 Ash Ave,Oklahoma Comanche 1030 Ash Ave,34.3627503,-97.9763156,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2135796,7-Oct-21,Texas,Winnie,234 Buccaneer Dr,Texas Winnie 234 Buccaneer Dr,29.805171,-94.381247,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2133759,6-Oct-21,Texas,Arlington,7700 S Watson Rd,Texas Arlington 7700 S Watson Rd,32.6217126,-97.0771427,0,3,School Incidents,Killed: 0 Injured:3,School_elementary/secondary
2132749,4-Oct-21,North Dakota,Hettinger,209 8th St S,North Dakota Hettinger 209 8th St S,45.999426,-102.6338645,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2130913,1-Oct-21,North Carolina,Durham,750 Stadium Dr,North Carolina Durham 750 Stadium Dr,36.0352647,-78.902964,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2130715,1-Oct-21,Georgia,Valdosta,1500 N Patterson St,Georgia Valdosta 1500 N Patterson St,30.8465653,-83.2900234,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
2129957,1-Oct-21,Georgia,Rex,3187 Rex Rd,Georgia Rex 3187 Rex Rd,33.5896534,-84.2862233,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2129897,1-Oct-21,Texas,Houston,4411 Anderson Rd,Texas Houston 4411 Anderson Rd,29.6053083,-95.4435894,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2130386,1-Oct-21,Indiana,Indianapolis,1200 N Girls School Rd,Indiana Indianapolis 1200 N Girls School Rd,39.7827876,-86.2934069,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2129211,30-Sep-21,Tennessee,Memphis,1037 Cummings St,Tennessee Memphis 1037 Cummings St,35.1188808,-90.0282054,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2129495,30-Sep-21,Mississippi,Newton,301 W Tatum St,Mississippi Newton 301 W Tatum St,32.3151487,-89.167363,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2124936,24-Sep-21,Alabama,Fairfield,610 Valley Rd,Alabama Fairfield 610 Valley Rd,33.4911688,-86.9084064,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2124535,23-Sep-21,South Carolina,Orangeburg,744 Goff Ave,South Carolina Orangeburg 744 Goff Ave,33.499706,-80.852496,0,0,School Incidents,Killed: 0 Injured:0,School_University/college
2122316,22-Sep-21,Kentucky,Louisville,W Chestnut St and Dr W J Hodge St,Kentucky Louisville W Chestnut St and Dr W J Hodge St,38.2520575,-85.786017,1,2,School Incidents,Killed: 1 Injured:2,School_elementary/secondary
2121804,21-Sep-21,New York,Brooklyn,5 MetroTech Center,New York Brooklyn 5 MetroTech Center,40.6945463,-73.9856718,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
2122019,21-Sep-21,Pennsylvania,Philadelphia,2344 W Master St,Pennsylvania Philadelphia 2344 W Master St,39.9761064,-75.1746095,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2122199,21-Sep-21,Kansas,Wichita,2301 E Douglas Ave,Kansas Wichita 2301 E Douglas Ave,37.6844234,-97.308922,0,3,School Incidents,Killed: 0 Injured:3,School_elementary/secondary
2120470,20-Sep-21,Virginia,Newport News,5800 Marshall Ave,Virginia Newport News 5800 Marshall Ave,37.0067468,-76.4279551,0,2,School Incidents,Killed: 0 Injured:2,School_elementary/secondary
2119519,18-Sep-21,North Carolina,Durham,705 E. Lawson St,North Carolina Durham 705 E. Lawson St,35.9763391,-78.8964507,2,0,School Incidents,Killed: 2 Injured:0,School_University/college
2118618,17-Sep-21,North Carolina,Winston Salem (Winston-salem),1600 Brewer Rd,North Carolina Winston Salem (Winston-salem) 1600 Brewer Rd,36.0563489,-80.2564276,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2118498,15-Sep-21,Georgia,Statesboro,100 Block of Knight Dr,Georgia Statesboro 100 Block of Knight Dr,32.41929,-81.7791652,0,0,School Incidents,Killed: 0 Injured:0,School_University/college
2113634,11-Sep-21,Ohio,Columbus,1659 N High St,Ohio Columbus 1659 N High St,39.9962013,-83.0072912,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
2113707,10-Sep-21,Colorado,Arvada,19500 W 64th Pkwy,Colorado Arvada 19500 W 64th Pkwy,39.8158534,-105.2182811,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2112726,10-Sep-21,Wisconsin,Madison,1500 Highland Ave,Wisconsin Madison 1500 Highland Ave,43.0778642,-89.4332772,0,0,School Incidents,Killed: 0 Injured:0,School_University/college
2111806,8-Sep-21,Alabama,Jacksonville,615 Pelham Rd N,Alabama Jacksonville 615 Pelham Rd N,33.8220518,-85.7616781,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
2110648,7-Sep-21,Pennsylvania,Harrisburg,2451 Market St,Pennsylvania Harrisburg 2451 Market St,40.2720002,-76.8475466,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2107527,4-Sep-21,Maryland,Towson,8000 York Rd,Maryland Towson 8000 York Rd,39.3936121,-76.6070471,0,3,School Incidents,Killed: 0 Injured:3,School_University/college
2108635,3-Sep-21,Ohio,Euclid,711 E 222nd St,Ohio Euclid 711 E 222nd St,41.5965807,-81.5255389,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2108090,3-Sep-21,Nevada,Las Vegas,6600 W Erie Ave,Nevada Las Vegas 6600 W Erie Ave,35.9920108,-115.2379254,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2108540,3-Sep-21,North Carolina,Charlotte,7600 IBM Dr,North Carolina Charlotte 7600 IBM Dr,35.3000467,-80.7688904,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2106338,2-Sep-21,California,Los Angeles,1921 Maple Ave,California Los Angeles 1921 Maple Ave,34.0290276,-118.2628492,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2108115,2-Sep-21,Ohio,Toledo,222 McTigue Dr,Ohio Toledo 222 McTigue Dr,41.6413851,-83.6742358,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2105246,1-Sep-21,North Carolina,Winston Salem (Winston-salem),342 Petree Rd,North Carolina Winston Salem (Winston-salem) 342 Petree Rd,36.1265075,-80.314706,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
2103599,30-Aug-21,North Carolina,Wilmington,1307 Market St,North Carolina Wilmington 1307 Market St,34.2373594,-77.9323226,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2101841,27-Aug-21,Vermont,Woodbridge,15201 Neabsco Mills Rd,Vermont Woodbridge 15201 Neabsco Mills Rd,38.6215888,-77.2878572,0,2,School Incidents,Killed: 0 Injured:2,School_elementary/secondary
2101877,27-Aug-21,Virginia,Woodbridge,15201 Neabsco Mills Rd,Virginia Woodbridge 15201 Neabsco Mills Rd,38.6215888,-77.2878572,0,2,School Incidents,Killed: 0 Injured:2,School_elementary/secondary
2101576,27-Aug-21,Indiana,Hammond,5926 Calumet Ave,Indiana Hammond 5926 Calumet Ave,41.6057933,-87.5095964,0,2,School Incidents,Killed: 0 Injured:2,School_elementary/secondary
2101910,27-Aug-21,Kentucky,Owensboro,2280 Tamarack Rd,Kentucky Owensboro 2280 Tamarack Rd,37.7305492,-87.1439443,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2102082,27-Aug-21,Pennsylvania,Sharon Hill,300 Calcon Hook Rd,Pennsylvania Sharon Hill 300 Calcon Hook Rd,39.9078478,-75.2686874,1,4,School Incidents,Killed: 1 Injured:4,School_elementary/secondary
2102252,26-Aug-21,Pennsylvania,Lincoln University,1570 Baltimore Pike,Pennsylvania Lincoln University 1570 Baltimore Pike,39.8072687,-75.9285899,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
2101949,26-Aug-21,Ohio,Toledo,3648 Victory Ave,Ohio Toledo 3648 Victory Ave,41.6481591,-83.6301478,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2094232,18-Aug-21,South Carolina,Orangeburg,601 Bruin Dr,South Carolina Orangeburg 601 Bruin Dr,33.523963,-80.8365679,0,3,School Incidents,Killed: 0 Injured:3,School_elementary/secondary
2096304,18-Aug-21,Pennsylvania,Reading,45 S Front St,Pennsylvania Reading 45 S Front St,40.3342201,-75.9351649,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
2090049,13-Aug-21,New Mexico,Albuquerque,1101 Park Ave SW,New Mexico Albuquerque 1101 Park Ave SW,35.0864409,-106.6609657,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
2090818,13-Aug-21,Georgia,Smyrna,5265 Ward St SE,Georgia Smyrna 5265 Ward St SE,33.8880023,-84.5263148,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2089155,12-Aug-21,Georgia,Lithonia,2440 Phillips Rd,Georgia Lithonia 2440 Phillips Rd,33.7250671,-84.1294961,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2087851,10-Aug-21,Ohio,Columbus,2505 Brentnell Blvd,Ohio Columbus 2505 Brentnell Blvd,40.0201542,-82.9480552,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2084681,6-Aug-21,Louisiana,Houma,300 Verret St,Louisiana Houma 300 Verret St,29.5948886,-90.7228436,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2073551,24-Jul-21,North Dakota,Fargo,1201 N University Dr,North Dakota Fargo 1201 N University Dr,46.8906588,-96.7975386,1,0,School Incidents,Killed: 1 Injured:0,School_University/college
2072969,24-Jul-21,Texas,Houston,8001 Fulton St,Texas Houston 8001 Fulton St,29.833151,-95.3776788,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
2066142,17-Jul-21,Oklahoma,Oklahoma City,900 N Portland Ave,Oklahoma Oklahoma City 900 N Portland Ave,35.4775584,-97.5825622,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
2042897,22-Jun-21,Ohio,Perry,1 Success Blvd,Ohio Perry 1 Success Blvd,41.7741742,-81.140551,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2035447,14-Jun-21,Texas,Fort Worth,5701 Shelton St,Texas Fort Worth 5701 Shelton St,32.7480228,-97.232757,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2031153,10-Jun-21,Pennsylvania,Pittsburgh,810 Arch St,Pennsylvania Pittsburgh 810 Arch St,40.4532897,-80.0084688,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
2029700,9-Jun-21,Texas,Houston,10726 Mesa Dr,Texas Houston 10726 Mesa Dr,29.8668268,-95.2597923,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2027882,7-Jun-21,Texas,Fort Worth,5701 Shelton St,Texas Fort Worth 5701 Shelton St,32.7480228,-97.232757,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
2026318,5-Jun-21,Pennsylvania,Philadelphia,1394 Cecil B Moore Ave,Pennsylvania Philadelphia 1394 Cecil B Moore Ave,39.9784384,-75.1573056,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
2028915,4-Jun-21,South Carolina,Charleston,96 Jonathan Lucas St,South Carolina Charleston 96 Jonathan Lucas St,32.7843697,-79.9471496,0,0,School Incidents,Killed: 0 Injured:0,School_University/college
2015598,25-May-21,Minnesota,Minneapolis,3333 Penn Ave N,Minnesota Minneapolis 3333 Penn Ave N,45.015994,-93.3088641,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
2004639,14-May-21,Oregon,Merrill,23330 Hwy 50,Oregon Merrill 23330 Hwy 50,42.0159315,-121.5039043,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
1996435,6-May-21,Idaho,Rigby,290 N 3800 E,Idaho Rigby 290 N 3800 E,43.6675119,-111.9376343,0,3,School Incidents,Killed: 0 Injured:3,School_elementary/secondary
1995667,5-May-21,South Carolina,Ware Shoals,56 S Greenwood Ave,South Carolina Ware Shoals 56 S Greenwood Ave,34.3931784,-82.2385933,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
1996456,5-May-21,Michigan,Constantine,Meadow Ln and Park View Ln,Michigan Constantine Meadow Ln and Park View Ln,41.8310242,-85.6594135,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
1995457,4-May-21,Florida,Winter Haven,85 PSC Access Rd,Florida Winter Haven 85 PSC Access Rd,28.0344544,-81.7125177,0,0,School Incidents,Killed: 0 Injured:0,School_University/college
1991325,30-Apr-21,Indiana,Indianapolis,8510 82nd St,Indiana Indianapolis 8510 82nd St,39.9090054,-86.0164623,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
1990532,29-Apr-21,New York,Brooklyn,1256 E 21st Street,New York Brooklyn 1256 E 21st Street,40.622417,-73.9549479,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
1991702,29-Apr-21,Arkansas,Pine Bluff,1200 University Dr,Arkansas Pine Bluff 1200 University Dr,34.2405051,-92.0189042,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
1990938,28-Apr-21,South Carolina,Hartsville,701 Lewellen Ave,South Carolina Hartsville 701 Lewellen Ave,34.3609303,-80.08671,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
1988342,27-Apr-21,Tennessee,Memphis,4125 New Allen Rd,Tennessee Memphis 4125 New Allen Rd,35.2390894,-89.9510463,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
1988475,27-Apr-21,Delaware,Smyrna,700 Duck Creek Pkwy,Delaware Smyrna 700 Duck Creek Pkwy,39.3027803,-75.6236275,3,0,School Incidents,Killed: 3 Injured:0,School_elementary/secondary
1986979,26-Apr-21,Minnesota,Minneapolis (Plymouth),10011 36th Ave N,Minnesota Minneapolis (Plymouth) 10011 36th Ave N,45.0209481,-93.4061239,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
1981305,18-Apr-21,Texas,Denton,1000 block of Maple St,Texas Denton 1000 block of Maple St,33.2084968,-97.142757,0,2,School Incidents,Killed: 0 Injured:2,School_University/college
1976511,13-Apr-21,California,San Diego,1405 Park Blvd,California San Diego 1405 Park Blvd,32.7200025,-117.1531757,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
1975702,12-Apr-21,Tennessee,Knoxville,2800 Martin Luther King Jr Ave,Tennessee Knoxville 2800 Martin Luther King Jr Ave,35.9887747,-83.8850692,1,1,School Incidents,Killed: 1 Injured:1,School_elementary/secondary
1974894,11-Apr-21,Ohio,Cincinnati,101 W Dabney St,Ohio Cincinnati 101 W Dabney St,39.1475766,-84.5115915,0,0,School Incidents,Killed: 0 Injured:0,School_University/college
1973617,9-Apr-21,Mississippi,Lorman,N/A,Mississippi Lorman N/A,31.8768104,-91.1377008,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
1968290,1-Apr-21,Alabama,Selma,2180 Broad St,Alabama Selma 2180 Broad St,32.4283995,-87.0225223,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
1967583,29-Mar-21,Kentucky,Hopkinsville,430 Koffman Dr,Kentucky Hopkinsville 430 Koffman Dr,36.8414378,-87.5062717,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
1958931,17-Mar-21,Georgia,Marietta,1100 South Marietta Pkwy SE,Georgia Marietta 1100 South Marietta Pkwy SE,33.939042,-84.5190965,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
1949255,10-Mar-21,Illinois,Chicago,3700 block of W Bryn Mawr Ave,Illinois Chicago 3700 block of W Bryn Mawr Ave,41.9833489,-87.7211084,0,0,School Incidents,Killed: 0 Injured:0,School_University/college
1948934,9-Mar-21,Ohio,Columbus,1285 Zettler Rd,Ohio Columbus 1285 Zettler Rd,39.9452768,-82.9112425,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
1948406,8-Mar-21,South Carolina,Chesterfield,2411 West Blvd,South Carolina Chesterfield 2411 West Blvd,34.7371473,-80.1111693,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
1944220,4-Mar-21,Connecticut,New Haven,580 Dixwell Ave,Connecticut New Haven 580 Dixwell Ave,41.3284999,-72.9372326,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
1944782,1-Mar-21,New York,Ontario,6076 Ontario Center Rd,New York Ontario 6076 Ontario Center Rd,43.2192184,-77.3030049,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
1941653,1-Mar-21,Arkansas,Pine Bluff,4000 S Camden Rd,Arkansas Pine Bluff 4000 S Camden Rd,34.1893846,-92.0671325,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
1939795,26-Feb-21,Louisiana,New Orleans,3059 Higgins Blvd,Louisiana New Orleans 3059 Higgins Blvd,29.994417,-90.036992,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
1934830,20-Feb-21,Arizona,Tucson,1641 E Enke Dr,Arizona Tucson 1641 E Enke Dr,32.2302662,-110.9473798,1,0,School Incidents,Killed: 1 Injured:0,School_University/college
1921394,5-Feb-21,Maryland,Waldorf,2040 Saint Thomas Dr,Maryland Waldorf 2040 Saint Thomas Dr,38.6012811,-76.897857,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
1918463,2-Feb-21,Georgia,Fort Valley,1005 State University Dr,Georgia Fort Valley 1005 State University Dr,32.541168,-83.896102,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
1909944,21-Jan-21,Oklahoma,Grove,801 W 10th St,Oklahoma Grove 801 W 10th St,36.5876872,-94.7763584,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
1890178,29-Dec-20,Illinois,Oglesby,815 N Orlando Smith St,Illinois Oglesby 815 N Orlando Smith St,41.3073018,-89.1021455,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
1932128,18-Dec-20,Arizona,Lake Havasu City,880 Cashmere Dr,Arizona Lake Havasu City 880 Cashmere Dr,34.5099417,-114.3152585,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
1880383,17-Dec-20,Alabama,Birmingham,1400 University Blvd,Alabama Birmingham 1400 University Blvd,33.5016424,-86.8072052,1,0,School Incidents,Killed: 1 Injured:0,School_University/college
1860940,24-Nov-20,North Carolina,Hendersonville,825 N Whitted St,North Carolina Hendersonville 825 N Whitted St,35.3220534,-82.4729911,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
1857875,21-Nov-20,Missouri,Springfield,1141 E Bear Blvd,Missouri Springfield 1141 E Bear Blvd,37.2018933,-93.2771683,0,0,School Incidents,Killed: 0 Injured:0,School_University/college
1861096,18-Nov-20,Texas,Galveston,4015 Ave Q,Texas Galveston 4015 Ave Q,29.2839484,-94.8077893,0,0,School Incidents,Killed: 0 Injured:0,School_University/college
1854609,17-Nov-20,Texas,Weatherford,302 Narry Ln,Texas Weatherford 302 Narry Ln,32.7215333,-97.8055804,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
1852658,13-Nov-20,North Carolina,Leland,1664 Lincoln Rd NE,North Carolina Leland 1664 Lincoln Rd NE,34.2619654,-78.0431374,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
1850037,6-Nov-20,Arizona,Tucson,3701 E River Rd,Arizona Tucson 3701 E River Rd,32.2763212,-110.9141418,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
1843360,4-Nov-20,Missouri,Jefferson City,1299 Lafayette St,Missouri Jefferson City 1299 Lafayette St,38.5617896,-92.1750367,0,4,School Incidents,Killed: 0 Injured:4,School_University/college
1834154,24-Oct-20,Georgia,Morrow,2000 Clayton State Blvd,Georgia Morrow 2000 Clayton State Blvd,33.5937936,-84.3270052,0,1,School Incidents,Killed: 0 Injured:1,School_University/college
1822768,12-Oct-20,Minnesota,Shakopee,1490 Adams St S,Minnesota Shakopee 1490 Adams St S,44.7785439,-93.543666,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
1822446,12-Oct-20,Texas,Dallas,3120 N Haskell Ave,Texas Dallas 3120 N Haskell Ave,32.8106397,-96.7945789,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
1820295,10-Oct-20,Texas,Rosenberg,3701 Fountains Dr,Texas Rosenberg 3701 Fountains Dr,29.5294028,-95.7971736,1,0,School Incidents,Killed: 1 Injured:0,School_elementary/secondary
1819509,9-Oct-20,Florida,Jacksonville,3701 Winton Dr,Florida Jacksonville 3701 Winton Dr,30.3905619,-81.7079379,0,1,School Incidents,Killed: 0 Injured:1,School_elementary/secondary
1819321,8-Oct-20,Alabama,Gardendale,857 Main St,Alabama Gardendale 857 Main St,33.6468627,-86.8098351,0,0,School Incidents,Killed: 0 Injured:0,School_elementary/secondary
